image_name,tags
file_18532,partly_cloudy primary
file_18533,clear primary
file_18534,clear primary
file_18535,clear cloudy water
file_18536,clear primary agriculture road cultivation
file_18537,clear primary agriculture cultivation
file_18538,clear primary agriculture cultivation
file_18539,clear primary
file_18540,partly_cloudy primary
file_18541,clear primary
file_18542,clear haze primary
file_18543,partly_cloudy primary agriculture cultivation
file_18544,haze primary
file_18545,clear primary agriculture road cultivation habitation
file_18546,haze primary agriculture road
file_18547,haze cloudy primary
file_18548,clear primary
file_18549,clear primary
file_18550,clear primary agriculture road water habitation
file_18551,clear primary agriculture cultivation
file_18552,haze primary agriculture road water
file_18553,clear primary
file_18554,clear primary agriculture cultivation habitation
file_18555,clear haze primary
file_18556,clear primary agriculture water
file_18557,cloudy
file_18558,clear primary
file_18559,haze primary
file_18560,cloudy
file_18561,partly_cloudy primary agriculture
file_18562,clear primary agriculture cultivation
file_18563,clear haze primary water
file_18564,clear primary water
file_18565,clear primary
file_18566,clear primary
file_18567,clear primary agriculture road habitation
file_18568,clear primary
file_18569,clear primary
file_18570,clear primary water
file_18571,clear primary
file_18572,clear primary agriculture
file_18573,clear primary
file_18574,clear haze primary
file_18575,partly_cloudy primary agriculture road water
file_18576,clear primary agriculture cultivation
file_18577,clear primary agriculture cultivation
file_18578,partly_cloudy primary
file_18579,clear primary agriculture cultivation
file_18580,clear primary agriculture
file_18581,clear primary road water
file_18582,haze cloudy primary
file_18583,clear primary agriculture
file_18584,cloudy primary
file_18585,clear primary agriculture water
file_18586,clear primary agriculture road
file_18587,clear primary agriculture cultivation habitation
file_18588,clear primary
file_18589,clear primary agriculture road water habitation
file_18590,clear primary
file_18591,clear primary
file_18592,clear primary agriculture road cultivation habitation
file_18593,clear primary
file_18594,clear primary
file_18595,clear primary
file_18596,clear primary
file_18597,clear primary agriculture water cultivation
file_18598,partly_cloudy primary agriculture cultivation
file_18599,haze primary
file_18600,partly_cloudy primary
file_18601,partly_cloudy primary agriculture cultivation
file_18602,clear primary
file_18603,clear primary agriculture road habitation
file_18604,clear primary
file_18605,clear haze primary agriculture road water cultivation habitation
file_18606,clear cloudy water
file_18607,clear primary agriculture road
file_18608,clear primary water
file_18609,clear primary agriculture water cultivation
file_18610,clear primary
file_18611,clear primary agriculture cultivation
file_18612,partly_cloudy primary agriculture water
file_18613,clear primary
file_18614,cloudy
file_18615,clear primary
file_18616,clear primary
file_18617,clear primary agriculture water cultivation
file_18618,clear primary agriculture road water cultivation habitation
file_18619,cloudy
file_18620,clear primary agriculture road cultivation habitation
file_18621,clear primary agriculture water cultivation
file_18622,clear primary
file_18623,clear primary
file_18624,clear primary
file_18625,haze primary
file_18626,partly_cloudy primary agriculture cultivation
file_18627,clear primary
file_18628,clear primary agriculture road water habitation
file_18629,clear primary agriculture road water habitation
file_18630,clear primary agriculture cultivation
file_18631,clear primary
file_18632,clear primary agriculture cultivation
file_18633,cloudy primary
file_18634,clear primary agriculture water
file_18635,partly_cloudy cloudy primary
file_18636,clear primary
file_18637,clear partly_cloudy primary agriculture cultivation
file_18638,cloudy
file_18639,clear primary
file_18640,clear primary
file_18641,partly_cloudy primary agriculture
file_18642,partly_cloudy primary
file_18643,clear primary agriculture road water habitation
file_18644,clear primary
file_18645,clear primary
file_18646,clear primary
file_18647,clear primary
file_18648,clear primary agriculture road habitation
file_18649,partly_cloudy primary
file_18650,clear primary
file_18651,partly_cloudy primary agriculture road water habitation
file_18652,clear primary
file_18653,clear primary
file_18654,clear primary agriculture road cultivation habitation
file_18655,clear primary
file_18656,clear primary
file_18657,clear primary agriculture water cultivation
file_18658,clear primary agriculture road water habitation
file_18659,partly_cloudy primary
file_18660,clear primary road
file_18661,clear partly_cloudy primary
file_18662,clear primary agriculture cultivation
file_18663,clear primary
file_18664,cloudy primary water
file_18665,clear primary agriculture road habitation
file_18666,cloudy
file_18667,clear haze primary water
file_18668,clear haze primary agriculture water
file_18669,clear primary
file_18670,clear primary agriculture cultivation
file_18671,clear partly_cloudy primary
file_18672,clear primary agriculture road bare_ground
file_18673,clear primary road water
file_18674,clear primary agriculture water
file_18675,clear primary
file_18676,clear primary agriculture cultivation
file_18677,clear primary agriculture cultivation
file_18678,clear primary agriculture cultivation
file_18679,clear primary
file_18680,clear primary
file_18681,clear primary
file_18682,clear primary water
file_18683,clear primary
file_18684,clear primary
file_18685,clear primary
file_18686,clear primary agriculture road water habitation
file_18687,clear primary
file_18688,partly_cloudy primary
file_18689,partly_cloudy cloudy primary
file_18690,haze primary
file_18691,clear primary
file_18692,clear primary agriculture road cultivation
file_18693,clear primary
file_18694,partly_cloudy primary agriculture road water
file_18695,clear primary
file_18696,clear primary
file_18697,clear primary
file_18698,clear primary
file_18699,clear primary agriculture road bare_ground
file_18700,clear cloudy water
file_18701,clear primary water cultivation
file_18702,clear primary
file_18703,partly_cloudy primary
file_18704,clear primary road water
file_18705,clear primary
file_18706,clear primary
file_18707,partly_cloudy primary agriculture road cultivation habitation
file_18708,haze primary agriculture water
file_18709,clear primary
file_18710,clear primary agriculture road cultivation
file_18711,partly_cloudy primary
file_18712,clear primary agriculture road water
file_18713,clear primary agriculture road water
file_18714,cloudy primary
file_18715,clear primary agriculture cultivation
file_18716,clear primary agriculture road water
file_18717,haze primary agriculture road water
file_18718,clear primary
file_18719,clear primary
file_18720,clear haze primary
file_18721,clear primary
file_18722,partly_cloudy primary agriculture road water
file_18723,clear primary
file_18724,clear primary agriculture road
file_18725,clear primary agriculture road habitation
file_18726,clear primary agriculture water
file_18727,clear primary agriculture road
file_18728,clear primary
file_18729,clear primary
file_18730,clear primary
file_18731,clear primary
file_18732,clear primary
file_18733,clear primary agriculture cultivation
file_18734,cloudy
file_18735,partly_cloudy primary agriculture road cultivation
file_18736,partly_cloudy primary agriculture road cultivation
file_18737,clear primary
file_18738,cloudy
file_18739,clear primary
file_18740,clear primary agriculture road habitation
file_18741,partly_cloudy cloudy
file_18742,clear primary agriculture
file_18743,clear primary road water habitation artisinal_mine
file_18744,clear primary agriculture road habitation
file_18745,clear primary agriculture road water habitation
file_18746,clear primary
file_18747,clear primary agriculture cultivation habitation
file_18748,clear primary agriculture bare_ground
file_18749,clear primary
file_18750,cloudy
file_18751,clear primary
file_18752,clear haze primary
file_18753,clear primary water
file_18754,clear primary
file_18755,clear primary
file_18756,cloudy
file_18757,partly_cloudy primary
file_18758,partly_cloudy primary agriculture water
file_18759,partly_cloudy primary agriculture
file_18760,clear primary agriculture road water cultivation
file_18761,clear primary agriculture road cultivation
